always_blocks,and_count,bind_count,case_count,dff_count,estimated_depth,if_count,instance_count,module_name,module_type,mux_count,not_count,num_cells,num_wires,or_count,plus_count,signal_count,term_count,xor_count
3,0,1,5,1,11,10,1,counter,Counter,2,0,5,7,0,1,3,3,0
3,1,5,5,,7,10,1,combinational_circuit,Combinational,2,2,7,10,1,0,7,7,1
3,2,1,5,,8,10,1,sky130_fd_sc_lp__nand3,Combinational,,1,3,10,0,0,8,8,0
3,0,11,5,3,16,10,1,Timer,Memory,13,0,28,30,0,2,6,14,0
3,24,33,5,,9,10,1,decoder_4to16,Combinational,,28,52,47,0,0,19,35,0
3,1,22,5,,7,10,4,top_module,Combinational,,1,0,6,1,1,26,26,1
3,0,3,5,3,12,10,1,counter_modulo3,Counter,5,1,12,14,0,2,5,5,0
3,22,12,5,,13,10,1,adder,Combinational,,0,51,40,14,1,5,14,15
3,0,40,5,,13,10,1,multiplier,Arithmetic,16,0,0,6,0,3,6,42,0
3,0,1,5,,10,10,1,counter_async_reset,Counter,,0,2,5,0,1,3,3,0
3,1,5,5,,10,10,1,wasca_hexdot,Sequential,1,1,7,16,1,0,11,11,0
3,3,16,5,1,12,10,1,stratixiv_tsdblock,Memory,1,0,3,18,0,5,17,23,0
3,1,22,5,3,13,10,3,top_module,Counter,9,1,18,24,3,3,25,27,1
3,0,3,5,3,11,10,1,dual_ff,Memory,6,0,9,14,0,0,8,8,0
3,0,4,5,,9,10,1,binary_adder,Arithmetic,,0,1,4,0,1,4,6,0
3,0,8,5,2,9,10,1,ds8dac1,Sequential,,0,4,7,0,2,7,10,0
3,0,3,5,,7,10,1,four_bit_adder,Combinational,,0,2,7,0,2,6,6,0
3,1,3,5,,7,10,1,bool_func,Combinational,,0,3,6,1,0,6,6,1
3,6,6,5,3,18,10,1,uart_tx,Counter,19,2,28,33,0,8,11,11,0
3,0,4,5,,10,10,1,barrel_shifter,Combinational,1,0,3,8,1,0,5,7,0
3,0,2,5,3,8,10,1,memory,Combinational,,0,5,7,0,0,5,5,2
3,0,1,5,,7,10,1,binary_to_gray,Combinational,,0,3,2,0,0,2,2,3
3,0,1,5,,10,10,1,counter,Counter,,0,2,5,0,1,3,3,0
3,0,5,5,,11,10,1,booth_multiplier,Arithmetic,,0,3,6,0,1,5,7,1
3,1,17,5,,12,10,1,alu,Arithmetic,2,1,30,33,1,2,4,20,2
3,4,5,5,,9,10,1,my_module,Combinational,,3,9,16,2,0,8,8,0
3,0,2,5,,11,10,1,shift_register_gated,Sequential,,0,0,4,0,0,5,5,0
3,0,2,5,2,11,10,1,gray_to_bcd,Memory,2,0,3,7,0,1,4,4,0
3,0,2,5,1,11,10,1,shift_right,Sequential,1,0,2,6,0,0,4,4,0
3,0,3,5,,10,10,1,priority_encoder,Control,4,0,5,6,0,0,4,4,0
3,2,6,5,,6,10,1,digital_circuit,Combinational,,1,4,11,1,0,13,13,0
3,0,2,5,,12,10,1,dff,Sequential,4,1,7,12,0,0,7,7,0
3,0,2,5,,7,10,1,sky130_fd_sc_hd__parity_gen,Combinational,,0,,,0,0,3,3,0
3,4,6,5,,8,10,1,sky130_fd_sc_hs__mux4_2,Combinational,4,4,10,18,0,0,12,12,0
3,0,5,5,,9,10,1,glitch_free_mux,Sequential,,0,,,0,0,8,8,0
3,0,8,5,,11,10,1,fixed_point_arithmetic,Arithmetic,,0,9,13,0,5,5,11,0
3,12,8,5,6,13,10,1,rx_fifo,Interface,12,3,28,35,0,3,14,14,0
3,3,4,5,,11,10,1,adder_4bit,Arithmetic,,0,7,10,2,2,5,7,0
3,0,6,5,,11,10,1,ripple_addsub,Arithmetic,4,0,7,10,0,1,5,9,0
3,0,5,5,2,13,10,1,LCB,Memory,5,0,9,14,0,1,6,8,0
3,0,5,5,4,10,10,1,single_port_RAM,Memory,4,0,10,13,0,0,6,9,0
3,0,3,5,2,13,10,1,shift_left_register,Sequential,6,0,8,14,0,0,8,8,0
3,6,6,5,,11,10,1,signal_selector,Combinational,2,0,9,18,0,0,12,15,1
3,3,11,5,1,9,10,1,OneHotStateMachine,Memory,,5,16,17,0,0,3,12,0
3,0,38,5,,11,10,3,top_module,Arithmetic,1,0,2,10,0,2,19,41,0
3,1,6,5,,8,10,2,top_module,Combinational,,0,,,0,0,7,9,2
3,0,1,5,,10,10,1,modulo,Combinational,1,0,3,5,0,0,3,3,0
3,0,1,5,1,14,10,1,up_down_counter,Counter,5,0,10,14,0,1,5,5,0
3,0,2,5,,5,10,1,a,Combinational,,0,0,2,0,0,2,2,0
3,0,7,5,1,13,10,1,bt_transmitter,Memory,4,0,10,13,0,0,7,10,0
3,0,5,5,,8,10,1,shift_left,Combinational,,0,0,2,0,0,2,6,0
3,0,6,5,4,16,10,1,longest_sequence_detection,Counter,19,0,30,35,0,3,9,9,0
3,0,5,5,,13,10,1,ROM,Combinational,,0,5,3,0,0,3,7,0
3,0,15,5,3,9,10,1,seven_segment,Sequential,,0,14,16,0,0,5,16,0
3,2,5,5,,7,10,1,four_bit_adder,Combinational,,0,5,9,1,0,8,8,2
3,1,16,5,1,11,10,4,top_module,Sequential,1,1,5,9,1,0,19,20,1
3,0,3,5,3,12,10,1,comparator_4bit,Sequential,8,0,13,17,0,0,7,7,0
3,0,1,5,,8,10,1,Modulo,Combinational,,0,3,5,0,0,3,3,0
3,0,6,5,1,10,10,2,top_module,Memory,2,0,9,13,0,1,8,8,0
3,0,38,5,32,13,10,1,shift_register,Combinational,32,0,97,102,0,2,7,42,0
3,0,16,5,,10,10,1,freq_synth,Combinational,,0,,,0,0,10,19,0
3,0,3,5,2,12,10,1,flag_domain_crossing_ce,Combinational,3,1,7,12,0,0,8,8,1
3,0,1,5,,7,10,1,comparator_3bit,Combinational,1,0,2,4,0,0,3,3,0
3,2,2,5,,10,10,1,mux2to1,Combinational,,1,4,7,1,0,4,5,0
3,13,17,5,,12,10,1,adder_8bit,Combinational,,0,1,4,12,1,9,19,3
3,0,1,5,,7,10,1,slice_module,Combinational,,0,0,2,0,0,2,2,0
3,3,3,5,,6,10,1,my_module,Combinational,,0,4,11,1,0,8,8,0
3,2,7,5,,6,10,1,logic_operation,Combinational,,0,3,11,1,0,11,11,0
3,0,4,5,,8,10,1,decoder_2to4,Combinational,,8,24,35,16,0,6,6,0
3,0,4,5,,9,10,1,adder_4bit,Arithmetic,,0,1,4,0,1,4,6,0
3,3,2,5,,9,10,1,full_adder,Combinational,,0,7,10,2,0,5,5,2
3,6,7,5,,13,10,1,five_to_one,Combinational,5,2,9,14,0,0,6,12,0
3,5,3,5,,10,10,1,my_module,Combinational,,3,12,16,4,0,7,7,0
3,0,6,5,,14,10,1,top_module,Arithmetic,5,0,13,19,0,1,10,12,0
3,0,1,5,,7,10,1,adder,Combinational,,0,1,3,0,1,3,3,0
3,0,4,5,,15,10,1,counter,Counter,4,0,17,20,0,1,6,6,0
3,0,15,5,,11,10,1,niosii_nios2_gen2_0_cpu_nios2_oci_dbrk,Sequential,,1,0,23,2,0,24,24,0
3,3,49,5,,11,10,1,control,Combinational,,0,0,14,12,0,14,52,0
3,0,2,5,1,13,10,1,shift_reg_32,Sequential,2,0,3,9,0,0,7,7,0
3,0,2,5,1,11,10,1,my_clock_gate,Sequential,2,0,3,6,0,0,5,5,0
3,2,20,5,7,15,10,1,wb_mcb_32,Counter,24,2,35,69,0,0,41,41,0
3,0,1,5,1,12,10,1,shift_register,Sequential,2,0,3,7,0,0,5,5,0
3,8,7,5,,14,10,1,eth_outputcontrol,Combinational,6,2,31,39,5,0,15,15,0
3,0,3,5,2,8,10,1,excess_3_converter,Combinational,,0,3,6,0,1,4,4,0
3,0,2,5,1,11,10,1,counter,Combinational,2,0,5,9,0,1,5,5,0
3,1,26,5,13,18,10,1,singlecycleprocessor,Memory,34,1,80,91,1,2,28,28,1
3,2,34,5,,11,10,5,adder_subtractor,Arithmetic,1,1,5,8,1,5,31,38,2
3,0,9,5,,14,10,1,tuner_slice_1k,Memory,,0,,,0,1,12,14,0
3,0,7,5,,8,10,1,uart_baud_clk,Memory,2,0,5,7,0,1,5,9,0
3,1,1,5,,14,10,1,rotator,Sequential,2,0,2,9,1,0,6,6,1
3,0,1,5,1,13,10,1,binary_counter,Counter,3,0,6,9,0,1,4,4,0
3,0,33,5,,12,10,1,MAX6682_SPI_FSM,Combinational,,2,1,13,0,0,15,38,0
3,0,7,5,,10,10,1,LogExp,Combinational,,0,,,0,0,5,9,0
3,0,6,5,,11,10,1,magnitude_comparator_4bit,Combinational,1,1,8,10,0,0,6,8,0
3,0,5,5,1,11,10,1,onehot_state_machine,Combinational,,0,7,10,0,0,3,6,0
3,0,28,5,1,12,10,3,top_module,Sequential,2,1,3,15,1,3,32,36,0
3,0,2,5,,7,10,1,bitwise_or,Combinational,,0,1,4,1,0,4,4,0
3,0,6,5,3,14,10,1,mealy_fsm_4bit_sequence_detection,Memory,7,0,14,17,0,0,6,9,0
3,1,4,5,,6,10,1,digital_circuit,Combinational,,2,4,8,1,0,7,7,0
3,0,1,5,,10,10,1,counter,Counter,1,0,3,5,0,1,3,3,0
3,0,28,5,,13,10,2,top_module,Counter,,0,,,0,3,12,32,1
3,0,3,5,,7,10,1,ddr_sdram_controller,Combinational,,0,0,38,0,0,41,44,0
3,0,3,5,,10,10,1,parity,Combinational,,1,2,3,0,1,3,4,0
3,3,16,5,,11,10,1,core_btb,Memory,,0,,,0,0,19,24,11
3,0,5,5,1,10,10,1,top_module,Counter,5,1,12,16,0,1,7,7,0
3,3,24,5,,8,10,5,Adder4,Combinational,,0,7,10,2,0,27,27,2
3,0,3,5,,7,10,1,mux_xor,Combinational,3,0,5,9,1,0,7,7,1
3,0,5,5,,10,10,1,calculator,Arithmetic,,0,9,12,0,1,4,8,0
3,0,5,5,,8,10,1,shift_register,Combinational,,0,0,2,0,0,2,6,0
3,0,1,5,,8,10,1,mux_2to1,Combinational,1,0,3,7,0,0,3,3,0
3,0,2,5,3,8,10,1,Initial_blk_mem_gen_prim_width__parameterized20,Memory,,0,5,6,0,0,4,4,0
3,0,25,5,,7,10,4,pipelined_module,Arithmetic,,0,1,7,0,6,26,26,0
3,0,6,5,,7,10,1,top_module,Combinational,,0,0,7,0,0,8,8,0
3,12,11,5,6,12,10,1,fifo,Memory,12,2,29,35,0,3,15,16,0
3,0,24,5,,11,10,1,Convolutional_Encoder_Viterbi_Decoder,Combinational,2,1,6,9,0,0,5,25,0
3,0,1,5,1,11,10,1,ODDR,Combinational,2,0,3,8,0,0,6,6,0
3,9,3,5,,10,10,1,verilog_module,Combinational,1,2,6,14,0,0,9,11,0
3,50,5,5,2,14,10,1,carry_lookahead_adder,Counter,2,0,3,9,28,4,7,7,1
3,1,19,5,,11,10,1,bit_reverse,Arithmetic,,1,4,17,1,1,4,20,1
3,0,5,5,,9,10,1,mux4x1,Combinational,,0,5,10,0,0,6,10,0
3,0,3,5,2,9,10,1,register_adder,Combinational,2,0,5,9,0,1,7,7,0
3,0,1,5,,10,10,1,phase_detector,Arithmetic,,0,,,0,2,3,3,1
3,81,8,5,,11,10,1,d_ff_reset,Sequential,,1,,,0,0,15,15,0
3,0,5,5,4,9,10,1,shift_register,Sequential,1,0,5,9,0,0,8,8,0
3,0,73,5,,17,10,1,wavelet_transform,Arithmetic,,0,0,7,0,10,8,76,0
3,6,5,5,3,9,10,1,mem_protect,Combinational,4,0,12,16,0,0,7,10,0
3,0,1,5,,11,10,1,test,Arithmetic,,0,29,37,0,1,9,9,14
3,0,4,5,4,9,10,1,mul_add,Sequential,,0,7,11,0,2,8,8,0
3,15,15,5,,12,10,1,fifo_24bit,Memory,,5,,,0,2,16,20,0
3,6,21,5,2,11,10,1,driver_vga_640x480,Memory,6,0,22,25,0,6,9,22,0
3,0,7,5,,10,10,1,PLL,Arithmetic,,0,,,0,3,8,10,1
3,0,12,5,,9,10,1,bcd_to_7seg_decoder,Combinational,,0,2,6,0,0,2,13,0
3,0,4,5,4,10,10,1,regfile,Sequential,3,0,9,14,0,0,9,9,0
3,0,4,5,,7,10,1,binary_adder,Combinational,,0,2,8,0,2,7,7,0
3,0,2,5,,7,10,1,add_subtract,Combinational,1,0,4,7,0,1,4,4,0
3,0,4,5,,11,10,1,main,Arithmetic,,0,,,0,1,10,11,0
3,0,8,5,1,12,10,2,shift_reg_comp,Combinational,2,0,4,10,0,0,11,13,0
3,0,6,5,1,12,10,1,top_module,Sequential,2,0,5,14,1,0,11,11,0
3,0,14,5,,13,10,1,four_bit_multiplier,Arithmetic,,0,7,11,0,2,5,16,0
3,0,3,5,,10,10,1,adder,Arithmetic,,0,,,0,1,3,5,0
3,0,6,5,,11,10,1,priority_encoder,Control,,0,0,7,1,0,5,10,0
3,0,8,5,,11,10,1,addsub_4bit,Arithmetic,4,0,8,13,0,1,7,11,0
3,0,2,5,1,9,10,1,clock_gate_d_ff_en,Combinational,2,1,3,7,0,0,6,6,0
3,2,1,5,,7,10,1,and_gate,Combinational,,0,2,5,0,0,4,4,0
3,0,3,5,,8,10,1,mux_2to1,Combinational,1,0,1,4,0,0,4,6,0
3,0,3,5,3,13,10,1,TDC,Counter,5,0,13,16,0,1,6,6,0
3,0,1,5,1,10,10,1,counter,Counter,1,0,3,5,0,1,3,3,0
3,2,38,5,,7,10,5,adder,Combinational,,0,5,8,1,0,41,41,2
3,1,3,5,,7,10,1,d_ff_gated_clock,Combinational,2,1,4,7,0,0,6,6,0
3,0,18,5,1,12,10,1,touch_sensor_interface,Combinational,3,0,7,11,0,0,5,21,0
3,0,8,5,3,9,10,1,binary_to_bcd_converter,Sequential,,0,3,10,0,0,10,10,0
3,0,2,5,2,8,10,1,xor_comb_ff,Sequential,,0,3,6,0,0,5,5,1
3,0,1,5,,10,10,1,data_converter,Combinational,1,1,2,3,0,0,2,2,0
3,0,3,5,2,10,10,1,PWM,Counter,1,0,6,9,0,1,5,5,0
3,1,3,5,,7,10,1,binary_to_3bit_decoder,Combinational,,0,0,4,0,0,4,4,0
3,0,3,5,3,11,10,1,counter,Counter,2,0,6,10,0,1,7,7,0
3,0,1,5,1,10,10,1,counter,Counter,1,0,3,5,0,1,3,3,0
3,2,2,5,,9,10,1,half_adder,Combinational,1,0,13,23,1,0,4,4,1
3,0,2,5,1,11,10,1,counter_2bit,Counter,1,0,5,8,0,1,4,4,0
3,0,11,5,7,17,10,1,calculator,Sequential,16,0,32,42,0,1,17,17,0
3,0,12,5,4,10,10,1,hw1_B,Sequential,16,1,32,36,0,0,12,16,0
3,0,7,5,,10,10,1,calculator,Arithmetic,,0,9,13,0,1,5,10,0
3,3,55,5,1,11,10,9,adder,Memory,2,0,7,10,2,2,49,60,2
3,6,10,5,6,12,10,1,net2pci_dma_512x32,Combinational,13,2,30,36,0,3,15,15,0
3,0,4,5,,8,10,1,adder_subtractor,Combinational,2,1,6,12,0,2,7,7,0
3,0,2,5,,7,10,1,magnitude_comparator,Combinational,,0,2,4,0,0,4,4,0
3,0,6,5,1,10,10,1,stdreg_en,Memory,1,1,2,8,0,0,7,9,0
3,0,1,5,,7,10,1,shift_left_wrap,Combinational,,0,0,2,0,0,2,2,0
3,0,12,5,4,13,10,1,FIFO_pixelq_op_img_rows_V_channel_shiftReg,Combinational,1,0,9,14,0,4,7,16,0
3,0,2,5,1,10,10,1,d_ff_asynchronous,Sequential,2,1,4,8,0,0,6,6,0
3,3,1,5,1,15,10,1,max_value,Counter,2,0,3,7,0,1,5,5,0
3,0,16,5,,11,10,2,decade_counter,Counter,1,0,1,5,0,1,8,19,0
3,1,3,5,,8,10,1,LCD_driver,Combinational,,0,3,2,1,0,2,4,1
3,4,16,5,,10,10,1,mux_logic,Combinational,,0,20,31,4,0,16,27,4
3,0,2,5,,13,10,1,memory,Memory,,0,,,0,9,6,6,0
3,0,4,5,,10,10,1,clk32to40,Memory,,0,0,4,0,1,4,5,0
3,2,4,5,,9,10,1,priority_encoder,Control,,4,21,13,0,0,2,5,0
3,2,25,5,,15,10,3,top_module,Sequential,3,2,9,19,1,4,31,31,0
3,3,33,5,7,15,10,1,transpose_4x4,Arithmetic,38,0,46,43,0,2,13,38,0
3,0,6,5,11,12,10,1,blk_mem_gen_2port,Memory,19,0,36,40,0,0,11,14,0
3,1,12,5,8,13,10,1,cpci_clock_checker,Arithmetic,21,3,49,53,0,2,14,18,0
3,0,6,5,3,10,10,1,regfile,Sequential,3,0,12,19,0,0,14,14,0
3,0,15,5,,9,10,1,state_machine,Memory,,1,7,9,0,0,4,17,0
3,0,2,5,2,11,10,1,async_sr_ff,Sequential,4,1,7,11,0,0,6,6,0
3,0,3,5,,10,10,1,nor4_module,Combinational,1,1,4,8,3,0,5,7,0
3,0,35,5,,18,10,1,exin,Combinational,2,0,37,40,1,0,4,38,0
3,1,2,5,,14,10,1,shift_register,Counter,1,3,7,12,0,1,7,7,0
3,9,2,5,2,13,10,1,counter_2bit,Counter,7,2,14,16,0,0,4,4,0
3,0,17,5,,16,10,1,execute_load_data,Combinational,9,0,18,21,0,0,5,21,0
3,0,10,5,,10,10,1,pre_decoder,Combinational,2,0,14,9,0,0,5,11,0
3,0,4,5,,10,10,1,mag_comparator,Combinational,2,0,4,6,0,0,3,6,0
3,2,11,5,,17,10,1,pipeline,Sequential,,0,,,0,1,20,20,0
3,1,7,5,,7,10,1,adder_with_multiplexer,Combinational,1,0,6,10,1,1,10,10,2
3,0,2,5,1,11,10,1,counter_4bit_sync_reset,Counter,2,0,4,8,0,1,5,5,0
3,0,1,5,1,11,10,1,binary_counter,Counter,2,0,4,7,0,1,4,4,0
3,12,3,5,3,15,10,1,timer,Counter,9,1,20,26,0,1,9,9,0
3,6,5,5,5,15,10,1,hash,Counter,15,1,33,39,0,2,12,12,1
3,0,1,5,,8,10,1,decoder,Combinational,1,1,3,5,0,0,3,3,0
3,0,2,5,4,12,10,1,frame_buffer,Memory,4,1,12,17,0,1,8,8,0
3,0,5,5,,9,10,1,mux4to1,Combinational,,0,5,10,0,0,6,10,0
3,1,12,5,1,10,10,3,top_module,Sequential,3,2,10,12,0,0,15,15,0
3,0,3,5,,10,10,1,compare_module,Combinational,,3,,,0,0,3,5,1
3,0,2,5,,12,10,1,memory_controller,Memory,,0,,,0,0,8,8,0
3,0,18,5,,8,10,1,hex7seg,Combinational,,0,17,18,0,0,2,19,0
3,0,5,5,,8,10,1,Zigbee,Combinational,,0,,,0,0,2,7,0
3,0,1,5,,7,10,1,byte_reverse,Combinational,1,0,1,3,0,0,2,2,1
3,0,15,5,37,11,10,1,fifo_generator,Memory,41,2,211,216,0,2,11,19,0
3,1,1,5,,6,10,1,and_gate,Combinational,,0,1,3,0,0,3,3,0
3,0,1,5,,12,10,1,barrel_shifter,Combinational,1,1,5,9,0,0,5,5,0
3,0,2,5,4,12,10,1,memory_controller,Memory,8,0,14,18,0,0,7,7,0
3,7,10,5,,12,10,1,binary_adder,Combinational,,0,21,20,7,0,4,12,7
3,0,7,5,,17,10,3,top_module,Combinational,,0,2,4,0,0,8,8,40
3,6,4,5,1,14,10,1,shift_register,Memory,3,2,8,15,0,0,8,9,0
3,0,15,5,1,11,10,4,top_module,Counter,2,0,8,13,0,2,21,21,0
3,1,20,5,,12,10,4,top_module,Counter,1,1,4,7,0,1,23,23,0
3,11,2,5,,11,10,1,th34_ref,Combinational,1,7,23,28,3,0,6,6,0
3,0,18,5,,8,10,1,binary_to_7seg,Combinational,,0,17,18,0,0,2,19,0
3,0,2,5,1,12,10,1,shift_register,Sequential,2,0,3,8,0,0,6,6,0
3,1,7,5,,10,10,1,alu,Arithmetic,,0,11,14,1,1,4,10,1
3,100,407,5,,12,10,1,pipelined_adder,Combinational,,0,400,405,99,10,206,408,3
3,0,3,5,2,12,10,1,clock_control,Combinational,4,0,8,11,0,0,5,5,0
3,0,2,5,4,10,10,1,memory,Combinational,3,0,9,12,0,0,6,6,0
3,0,8,5,,8,10,1,byte_sum_and_multiply,Arithmetic,,0,1,5,0,1,5,9,0
3,0,35,5,,18,10,1,FFT_IFFT,Arithmetic,,0,,,0,27,18,47,0
3,28,2,5,,9,10,1,decoder,Combinational,,1,29,15,0,0,3,3,0
3,3,14,5,,9,10,3,eight_bit_adder,Arithmetic,,0,2,8,2,2,23,23,0
3,1,3,5,,14,10,1,uart_tx,Counter,2,1,6,10,0,0,6,6,0
3,0,3,5,2,7,10,1,dual_edge_triggered_ff,Sequential,,0,2,5,0,0,5,5,0
3,0,5,5,,11,10,1,chatgpt_generate_JC_counter,Counter,,0,5,7,0,0,7,7,0
3,0,4,5,5,12,10,1,RAM256,Memory,8,0,15,19,0,0,8,9,0
3,0,19,5,1,16,10,4,top_module,Sequential,1,1,4,9,0,0,20,23,1
3,0,3,5,1,14,10,1,ShiftRegister,Memory,3,0,4,10,0,0,7,8,0
3,9,7,5,,8,10,1,bw_io_cmos_edgelogic,Combinational,1,3,8,18,0,0,14,14,0
3,0,1,5,1,12,10,1,up_down_counter_3bit,Counter,3,0,8,10,0,1,3,3,0
3,0,2,5,1,10,10,1,clock_gate,Sequential,2,0,3,8,0,0,6,6,0
3,0,4,5,2,10,10,1,adder,Sequential,,0,4,10,0,2,8,8,0
3,0,4,5,4,10,10,1,xor_pipeline,Combinational,,0,7,10,0,0,6,6,3
3,3,48,5,,15,10,1,TCPWM,Arithmetic,,0,0,18,0,3,22,55,0
3,0,5,5,4,9,10,1,shift_register_4bit,Sequential,4,0,8,12,0,0,8,8,0
3,0,5,5,8,10,10,1,dual_port_ram,Memory,6,0,18,23,0,0,10,12,0
3,0,24,5,10,13,10,1,delay_module,Combinational,10,0,20,25,0,2,6,27,0
3,0,4,5,,7,10,1,input_order,Combinational,,0,0,8,0,0,8,8,0
3,0,1,5,,11,10,1,counter,Counter,1,1,4,8,0,2,4,4,0
3,0,11,5,3,8,10,1,popcount_pipeline,Combinational,,0,11,15,0,8,12,12,0
3,3,5,5,7,12,10,1,fifo_buffer,Memory,15,0,30,35,0,3,11,11,0
3,1,2,5,,7,10,1,half_adder,Combinational,,0,2,4,1,0,4,4,1
3,0,1,5,1,10,10,1,counter,Counter,1,0,3,5,0,1,3,3,0
3,1,2,5,,10,10,1,mux_2to1,Combinational,1,1,3,7,0,0,5,6,0
3,18,14,5,,13,10,1,solution,Arithmetic,,7,,,5,4,15,15,5
3,1,2,5,,6,10,1,my_module,Combinational,,1,3,6,1,0,5,5,0
3,0,5,5,,9,10,1,sum_two_msb,Combinational,,4,,,0,0,2,6,0
3,0,3,5,,7,10,1,comparator_8bit,Combinational,3,0,6,8,0,0,5,5,0
3,6,15,5,,10,10,1,fifo_generator,Arithmetic,,2,,,0,3,18,21,0
3,0,34,5,8,13,10,1,binary_to_bcd,Sequential,16,0,30,40,0,4,3,35,0
3,1,4,5,2,9,10,1,serial_binary_adder,Memory,,0,1,3,0,1,6,6,1
3,3,15,5,,14,10,1,binary_edge_detector,Memory,,2,,,2,1,6,18,4
3,1,1,5,,7,10,1,and_gate,Combinational,,1,2,4,0,0,3,3,0
3,0,2,5,,8,10,1,multiplexor,Combinational,1,0,1,4,0,0,4,5,0
3,3,6,5,,6,10,1,custom_logic,Combinational,,2,6,10,1,0,9,9,0
3,0,6,5,3,13,10,1,shift_register_incrementer_xor,Memory,5,0,11,18,0,1,10,10,1
3,0,4,5,3,11,10,1,top_module,Counter,2,1,7,10,1,1,6,6,0
3,0,2,5,1,11,10,1,barrel_shifter,Combinational,,0,10,14,0,0,5,5,0
3,1,8,5,7,13,10,1,ps2,Sequential,31,4,62,57,3,2,10,10,0
3,0,7,5,3,14,10,1,stratixv_read_fifo,Arithmetic,3,0,7,17,0,4,12,14,0
3,0,3,5,2,14,10,1,rotator_encoder,Sequential,9,0,21,27,1,0,8,8,0
3,0,37,5,,13,10,1,signed_divider,Arithmetic,5,3,14,23,0,6,12,39,0
3,0,7,5,,11,10,1,current_source_sink,Combinational,2,0,4,8,0,0,5,10,0
3,0,2,5,,8,10,1,logic_gate,Combinational,,2,5,8,2,0,5,5,1
