always_blocks,and_count,bind_count,case_count,dff_count,estimated_depth,if_count,instance_count,module_name,module_type,mux_count,not_count,num_cells,num_wires,or_count,plus_count,signal_count,term_count,xor_count
3,0,3,5,,12,10,1,shift_register,Combinational,,0,,,1,0,6,6,0
3,0,2,5,2,12,10,1,ripple_carry_adder,Combinational,4,0,8,14,0,2,8,8,0
3,0,12,5,,8,10,1,input_output_pipeline,Combinational,,0,0,11,0,0,11,17,0
3,3,25,5,,8,10,5,four_bit_adder,Combinational,,0,7,10,2,0,28,28,2
3,0,13,5,1,10,10,3,top_module,Sequential,1,0,3,8,0,2,17,17,0
3,1,5,5,,7,10,2,and_control,Combinational,1,0,1,4,0,0,8,8,0
3,0,2,5,1,11,10,1,comparator_2bit,Sequential,1,1,2,8,1,0,4,4,0
3,0,18,5,,10,10,1,mux16to1,Combinational,,0,17,19,0,0,3,20,0
3,0,3,5,,12,10,1,top_module,Memory,,0,,,0,1,8,8,1
3,0,9,5,6,12,10,1,vending_machine,Memory,8,0,31,35,0,5,10,13,0
3,12,13,5,19,19,10,1,MIB,Memory,102,2,142,143,0,6,11,19,0
3,0,4,5,1,8,10,1,adder_comparator_decoder,Sequential,1,4,9,10,0,2,7,7,0
3,0,6,5,5,9,10,1,shift_register,Sequential,5,0,10,14,0,0,9,9,0
3,2,14,5,8,13,10,1,axi_stream_fifo,Interface,19,5,36,46,0,3,19,20,0
3,0,2,5,,7,10,1,binary_adder,Combinational,,0,2,6,0,2,5,5,0
3,0,2,5,,8,10,1,multiplexer,Arithmetic,,0,1,3,0,1,4,4,0
3,5,28,5,,16,10,1,alu,Combinational,3,2,33,38,4,0,7,33,3
3,0,3,5,3,7,10,1,shift_register,Sequential,,0,3,5,0,0,4,4,0
3,19,6,5,,10,10,1,cla_4bit_adder,Combinational,,0,36,32,9,6,9,9,2
3,1,5,5,,10,10,1,wasca_hex0,Sequential,1,1,7,16,1,0,11,11,0
3,6,9,5,6,16,10,1,fifo,Memory,22,2,44,49,3,3,12,15,0
3,9,8,5,4,14,10,1,chris_slave,Combinational,9,2,24,32,1,0,15,15,0
3,0,4,5,,8,10,1,magnitude_comparison,Combinational,,0,2,4,0,0,4,6,0
3,3,2,5,,9,10,1,comparator,Combinational,2,1,6,9,0,0,4,4,0
3,0,19,5,,12,10,1,binary_puncture_encoder,Combinational,,0,9,11,0,0,5,21,0
3,0,17,5,,10,10,1,chatgpt_generate_JC_counter,Counter,,1,17,20,0,0,19,19,0
3,10,9,5,,13,10,1,adder_4bit_carry,Arithmetic,,0,23,22,6,1,7,12,7
3,0,2,5,4,10,10,1,memory_module,Memory,4,0,10,14,0,0,7,7,0
3,3,6,5,,14,10,1,pulse_detection,Counter,9,0,24,28,0,1,10,10,0
3,0,1,5,,10,10,1,counter,Counter,,1,2,5,0,1,3,3,0
3,0,4,5,3,11,10,1,barrel_shifter,Sequential,,0,20,24,0,0,6,6,0
3,0,1,5,,11,10,1,decoder_2to4_with_enable,Combinational,1,0,6,9,0,0,4,4,0
3,2,2,5,4,13,10,1,rising_edge_detector,Sequential,4,1,1,4,0,0,5,5,0
3,3,16,5,,12,10,1,onlyonecycle,Counter,5,5,23,26,0,0,8,19,0
3,0,1,5,1,9,10,1,dff_negedge_reset,Combinational,1,0,2,5,0,0,4,4,0
3,0,40,5,,11,10,4,battery_management_system,Combinational,,0,,,3,0,27,46,0
3,0,1,5,,9,10,1,mux_256to1_comb,Arithmetic,,0,1,3,0,1,3,3,0
3,0,1,5,1,9,10,1,ring_counter,Counter,,0,1,2,0,0,2,2,0
3,2,8,5,,8,10,1,Comparator,Combinational,,3,10,12,1,0,9,10,1
3,0,3,5,1,10,10,1,d_ff_async_rst_set,Sequential,2,1,4,9,0,0,7,7,0
3,0,2,5,4,12,10,1,ram_4x8,Memory,8,0,14,18,0,0,7,7,0
3,0,4,5,4,12,10,1,mag_comparator_4bit,Sequential,4,0,12,15,0,0,6,6,0
3,0,1,5,1,13,10,1,binary_counter,Counter,3,0,5,10,0,1,6,6,0
3,0,1,5,,11,10,1,mux4_1_enable,Combinational,1,0,7,11,0,0,5,5,0
3,0,56,5,,14,10,1,binary_multiplier,Arithmetic,,2,22,24,0,31,7,58,0
3,5,5,5,,9,10,1,vending_machine,Combinational,3,2,12,16,2,0,9,9,0
3,0,15,5,,8,10,3,top_module,Combinational,1,0,2,5,0,6,17,17,0
3,0,17,5,,8,10,1,karnaugh_map,Combinational,,0,19,23,0,0,5,21,0
3,0,34,5,,9,10,1,karnaugh_map,Combinational,,0,35,40,0,0,6,39,0
3,0,19,5,,9,10,1,pipelined_mux,Combinational,,0,7,20,0,0,14,26,0
3,0,15,5,,7,10,4,top_module,Combinational,1,0,4,8,0,0,19,19,0
3,0,11,5,2,12,10,1,priority_encoder,Control,6,0,2,6,0,0,12,12,0
3,48,6,5,2,13,10,1,FSM,Combinational,19,16,35,38,0,0,4,7,0
3,2,178,5,2,12,10,1,int_alu,Sequential,,1,52,56,2,4,6,182,2
3,0,2,5,1,9,10,1,shift_register,Sequential,,0,1,4,0,0,4,4,0
3,0,8,5,,10,10,1,Comparator,Combinational,2,0,7,9,0,0,6,10,0
3,0,9,5,7,14,10,1,non_restoring_divider,Memory,14,0,34,37,0,1,12,13,0
3,0,4,5,,12,10,1,chatgpt_generate_JC_counter,Counter,,0,3,5,0,0,5,6,1
3,1,22,5,6,17,10,1,rbo_test,Counter,40,0,66,84,0,6,24,24,0
3,0,1,5,,7,10,1,BUFFER16,Combinational,,0,0,2,0,0,2,2,0
3,0,1,5,1,13,10,1,calculator,Sequential,1,0,11,16,0,1,6,6,0
3,0,5,5,1,22,10,1,LED7SEG,Combinational,23,0,44,50,0,1,11,11,0
3,0,2,5,2,11,10,1,dff_with_async_set_reset,Sequential,4,1,7,11,0,0,6,6,0
3,3,4,5,,7,10,1,nand2_en,Combinational,,2,5,8,0,0,7,7,0
3,30,8,5,,8,10,1,Forwarding,Combinational,4,1,21,27,6,0,8,14,0
3,0,1,5,,8,10,1,OR4B,Combinational,,0,3,11,3,0,9,9,0
3,255,279,5,1,12,10,1,top_module,Arithmetic,1,0,538,288,0,3,6,280,0
3,0,0,5,,7,10,1,external_interface,Interface,,0,,,0,0,38,38,0
3,1,10,5,,13,10,1,DCSC,Combinational,4,2,12,17,1,0,11,17,1
3,0,1,5,1,12,10,1,shift_register,Sequential,2,0,3,7,0,0,5,5,0
3,0,9,5,,10,10,1,addsub_4bit,Arithmetic,2,0,4,7,0,1,6,12,0
3,6,9,5,,9,10,1,multi_gate_module,Combinational,,5,18,21,6,0,14,14,1
3,0,23,5,,15,10,1,addsub,Arithmetic,10,2,19,23,0,2,7,27,2
3,0,1,5,1,9,10,1,DFF_SR,Sequential,1,0,2,5,0,0,4,4,0
3,0,3,5,2,11,10,1,one_shot_pulse_generator,Memory,4,0,8,10,0,1,4,5,0
3,0,6,5,,11,10,1,snes_bus_sync,Sequential,3,1,10,15,0,0,10,10,0
3,5,11,5,,14,10,1,TimeHoldOver_Qsys_pps_interrupt,Sequential,3,1,23,32,2,0,18,18,0
3,0,1,5,,11,10,1,up_counter_2bit,Counter,1,0,3,6,0,1,4,4,0
3,0,2,5,2,14,10,1,hpdmc_banktimer,Combinational,8,0,12,18,0,0,8,8,0
3,1,3,5,,6,10,1,sky130_fd_sc_ls__a2111o,Combinational,,0,4,10,3,0,8,8,0
3,0,2,5,,9,10,1,hello,Combinational,,0,0,2,0,0,2,2,0
3,3,130,5,,8,10,9,top_module,Arithmetic,,0,12,24,2,4,132,133,0
3,0,3,5,,8,10,1,test07,Combinational,4,2,17,21,0,2,6,6,0
3,0,26,5,,7,10,5,four_bit_adder,Combinational,,0,0,5,0,0,43,43,0
3,0,1,5,1,14,10,1,up_down_counter,Counter,5,0,10,15,0,1,6,6,0
3,0,3,5,,15,10,1,pipelined_shift_register,Sequential,5,1,11,16,0,0,8,8,0
3,0,66,5,,14,10,7,byte_counter,Arithmetic,,0,1,3,0,19,68,68,0
3,1,25,5,13,18,10,1,CPU,Sequential,19,0,49,64,10,5,33,33,0
3,1,3,5,,9,10,1,BOR,Combinational,,0,,,0,0,4,5,0
3,8,17,5,1,9,10,3,top_module,Combinational,1,0,5,12,7,0,21,22,2
3,0,1,5,1,11,10,1,up_down_counter,Counter,2,0,5,8,0,1,4,4,0
3,0,9,5,,14,10,1,thermal_management,Arithmetic,2,0,7,9,0,1,3,10,0
3,0,1,5,1,11,10,1,synchronous_counter,Counter,2,0,4,7,0,1,4,4,0
3,0,1,5,,6,10,1,mux_2to1,Combinational,1,0,1,4,0,0,4,4,0
3,0,16,5,3,12,10,1,fifo,Arithmetic,3,2,7,23,0,5,19,21,0
3,0,1,5,,13,10,1,counter,Counter,2,0,5,9,0,1,5,5,0
3,0,12,5,7,17,10,1,gps_receiver,Memory,18,1,32,36,0,1,11,15,0
3,0,10,5,,11,10,1,curr_source_sink,Combinational,4,0,7,12,0,0,7,13,0
3,0,1,5,1,10,10,1,reg_ena_rst,Sequential,2,0,3,7,0,0,5,5,0
3,9,28,5,20,10,10,1,check_float_ops,Sequential,,8,45,53,3,0,31,31,0
3,0,54,5,,12,10,1,adler_checksum,Arithmetic,,0,32,36,1,3,5,55,0
3,0,11,5,4,17,10,1,vending_machine,Memory,28,0,44,50,0,4,10,17,0
3,0,2,5,,8,10,1,Multiplexer,Combinational,1,0,1,4,0,0,4,5,0
3,0,2,5,,9,10,1,data_filter,Combinational,,0,2,4,0,0,3,3,0
3,0,8,5,2,17,10,1,hamming_code,Sequential,79,1,106,93,0,0,7,12,9
3,0,2,5,,7,10,1,multiplication_module,Combinational,,0,1,4,0,0,4,4,0
3,9,9,5,,16,10,1,priority_encoder,Arithmetic,9,0,4,6,2,6,2,10,4
3,0,6,5,3,11,10,1,bm_match4_str_arch,Arithmetic,3,1,11,19,0,2,14,14,0
3,0,1,5,,8,10,1,barrel_shifter_16bit,Combinational,,0,1,3,0,0,3,3,0
3,3,23,5,1,13,10,1,accu,Sequential,2,1,8,13,0,2,11,28,0
3,0,13,5,,11,10,1,mm_sop2,Arithmetic,,0,8,16,0,4,16,16,0
3,0,2,5,1,12,10,1,shift_register_4bit,Sequential,2,0,3,8,0,0,6,6,0
3,9,19,5,2,13,10,1,vga,Memory,7,0,29,35,3,10,11,21,0
3,0,21,5,,8,10,3,top_module,Arithmetic,1,0,8,17,0,4,24,24,3
3,2,5,5,,10,10,1,add_sub,Combinational,1,1,6,10,1,1,8,8,8
3,0,3,5,,9,10,1,adder,Arithmetic,,8,,,12,1,5,5,0
3,1,5,5,,7,10,1,buffer_power_good,Combinational,2,1,4,12,1,0,12,12,0
3,0,3,5,,7,10,1,md5_hash,Combinational,,0,0,8,0,0,14,16,0
3,0,4,5,,8,10,1,mag_comparator,Combinational,,0,3,5,0,0,5,6,0
3,0,6,5,6,9,10,1,pipeemreg,Sequential,6,0,12,20,0,0,14,14,0
3,0,0,5,,7,10,1,can_transmitter,Interface,,0,,,0,0,3,3,0
3,0,6,5,1,13,10,1,top_module,Counter,1,0,13,18,0,1,10,10,8
3,1,1,5,1,9,10,1,edge_detector,Sequential,,1,1,4,0,1,3,3,1
3,0,8,5,,7,10,1,complexMultiply,Arithmetic,,0,6,12,0,1,12,12,0
3,0,18,5,14,12,10,1,top_module,Memory,18,0,52,47,1,4,16,29,0
3,3,10,5,7,10,10,1,fifo_buffer,Sequential,8,2,25,30,0,3,13,13,0
3,0,1,5,,6,10,1,bitwise_and,Combinational,,0,,,0,0,3,3,0
3,0,1,5,1,8,10,1,flip_flop,Sequential,1,1,2,5,0,0,4,4,0
3,0,4,5,,8,10,1,parity,Arithmetic,,1,1,4,0,2,4,5,1
3,0,2,5,,8,10,1,xor_8bit,Combinational,,0,1,3,0,0,3,4,1
3,0,1,5,,11,10,1,binary_counter,Counter,1,0,1,5,0,2,3,3,0
3,0,12,5,,10,10,1,comparator,Combinational,5,0,7,9,0,0,5,14,0
3,2,2,5,,8,10,1,full_adder,Combinational,,0,5,8,1,0,5,5,2
3,4,7,5,,7,10,1,nand_full_adder,Combinational,,7,14,17,0,0,10,10,3
3,3,11,5,,12,10,1,niosii_nios2_gen2_0_cpu_nios2_avalon_reg,Sequential,4,2,12,24,1,0,20,20,0
3,0,6,5,,7,10,2,va5ad63,Combinational,,0,0,2,1,0,4,7,0
3,6,20,5,3,11,10,1,pipelined_addsub,Sequential,6,3,17,24,0,2,12,23,0
3,6,1,5,,11,10,1,seven_input_one_output,Combinational,,0,6,13,0,0,8,8,0
3,0,5,5,5,8,10,1,shift_register,Sequential,1,0,6,9,0,0,8,8,0
3,0,15,5,,11,10,1,eg_limiter,Arithmetic,3,1,12,18,0,2,12,21,0
3,0,15,5,8,12,10,3,top_module,Memory,17,1,35,41,0,0,22,22,0
3,0,0,5,,4,10,1,power_ground,Combinational,,0,,,0,0,4,4,0
3,1,65,5,,7,10,15,top_module,Combinational,,0,1,3,1,2,66,66,1
3,0,6,5,1,12,10,1,bitwise_rotation,Sequential,9,0,10,10,0,0,6,10,0
3,0,3,5,3,11,10,1,servo_control_block,Counter,3,0,11,13,0,2,5,5,0
3,6,10,5,2,14,10,1,axi_gpio,Combinational,26,0,45,57,0,0,21,21,0
3,6,10,5,9,13,10,1,fifo_generator,Memory,23,0,44,49,0,3,13,15,0
3,0,10,5,9,12,10,1,pipelined_dff,Sequential,10,0,8,12,3,0,13,13,1
3,0,1,5,,9,10,1,wireless_comm,Sequential,,1,0,7,0,0,7,7,0
3,0,2,5,1,12,10,1,bit_change_detector,Memory,8,7,37,11,0,0,5,5,0
3,9,1,5,,10,10,1,sky130_fd_sc_hd__o311ai,Combinational,1,3,8,17,6,0,10,10,0
3,0,19,5,,10,10,1,seven_segment_decoder,Combinational,1,1,19,21,0,0,3,21,0
3,0,2,5,1,7,10,1,delay_one_cycle,Sequential,,0,1,4,0,0,3,3,0
3,1,11,5,,11,10,1,alu_p,Arithmetic,,3,18,23,1,2,6,15,1
3,0,17,5,,7,10,5,greater_value,Arithmetic,1,0,1,6,0,1,19,19,0
3,0,1,5,1,11,10,1,counter,Counter,2,0,4,7,0,1,4,4,0
3,0,1,5,,7,10,1,POR,Combinational,,0,0,1,0,0,1,2,0
3,0,15,5,8,14,10,1,manchester,Memory,4,4,28,26,0,4,10,23,12
3,4,8,5,,6,10,1,sky130_fd_sc_hdll__a32oi,Combinational,,2,6,16,0,0,13,13,0
3,0,2,5,1,13,10,1,rotator_module,Sequential,2,0,3,13,1,0,6,6,0
3,0,2,5,,12,10,1,clk_div,Counter,2,1,7,9,0,1,4,4,0
3,160,15,5,3,12,10,1,four_digit_display,Counter,5,15,215,218,0,2,7,18,0
3,0,4,5,3,10,10,1,magnitude_comparator,Sequential,2,0,7,11,0,0,6,6,0
3,0,3,5,,7,10,1,binary_adder,Combinational,1,0,2,6,0,1,6,6,0
3,0,5,5,,6,10,1,nor_gate_expression,Combinational,,2,5,10,3,0,9,9,0
3,5,11,5,,12,10,1,binary_adder,Combinational,,0,13,14,3,0,9,14,5
3,4,6,5,,6,10,1,my_module,Combinational,,2,7,15,1,0,13,13,0
3,0,4,5,,10,10,1,schmitt_trigger,Combinational,,0,,,0,0,3,5,0
3,0,16,5,1,15,10,2,ripple_shift,Sequential,4,1,8,21,0,8,24,24,1
3,0,14,5,1,11,10,4,top_module,Counter,2,0,1,2,0,1,17,17,1
3,0,11,5,,7,10,4,top_module,Combinational,,0,,,0,0,12,12,5
3,6,4,5,2,12,10,1,vending_machine,Sequential,7,0,20,25,12,3,9,9,0
3,0,3,5,1,11,10,1,PRNG,Memory,1,0,4,8,0,1,5,6,0
3,1,3,5,,8,10,1,mux4to1,Combinational,4,0,5,6,0,0,5,5,0
3,0,6,5,3,13,10,1,ShiftLeft4,Counter,5,0,10,15,0,2,9,9,0
3,4,11,5,,11,10,1,bitwise_and,Arithmetic,,0,4,4,0,1,4,13,0
3,11,16,5,,10,10,1,combinational_circuit,Combinational,,0,22,24,8,0,17,17,3
3,3,2,5,,9,10,1,adder,Combinational,,0,7,10,2,2,5,5,0
3,0,13,5,1,11,10,3,top_module,Sequential,1,0,3,6,0,0,14,16,0
3,0,10,5,4,16,10,1,fsm_pattern_detection,Memory,17,0,29,34,0,1,9,13,0
3,0,5,5,5,12,10,1,topkeyboard,Combinational,4,1,12,15,0,0,8,8,1
3,0,3,5,2,8,10,1,ones_complement,Combinational,,1,3,6,0,0,4,4,0
3,2,16,5,,15,10,1,arbiter,Control,10,4,24,28,0,0,8,20,0
3,0,10,5,1,10,10,1,control_register_block,Memory,3,0,9,15,0,0,8,15,0
3,0,18,5,1,11,10,1,HexTo7Seg,Counter,,0,6,10,0,1,2,19,2
3,0,16,5,,12,10,1,fsm_3bit_pattern_detection,Combinational,3,0,9,12,0,0,6,19,0
3,0,8,5,1,8,10,3,pipeline_splitter,Sequential,,0,1,3,0,0,9,9,0
3,0,4,5,,7,10,1,bin2gray,Combinational,,0,6,6,0,0,5,5,6
3,0,1,5,,12,10,1,binary_counter,Counter,1,0,4,6,0,1,3,3,0
3,2,13,5,,12,10,3,top_module,Sequential,,0,,,0,0,16,16,0
3,0,50,5,,8,10,1,pc2,Combinational,,0,0,4,0,0,4,52,0
3,0,12,5,,9,10,1,bcd_to_7seg,Combinational,,0,11,12,0,0,2,13,0
3,0,3,5,,11,10,1,sensor_interface,Memory,,1,0,4,0,0,4,5,0
3,0,2,5,,10,10,1,mux_4to1,Combinational,4,0,8,15,0,0,8,8,0
3,0,4,5,,8,10,1,adder_4bit,Arithmetic,,0,1,4,0,1,4,6,0
3,0,1,5,,8,10,1,barrel_shifter,Combinational,2,0,2,3,0,0,3,3,0
3,0,4,5,4,13,10,1,multi_io_module,Sequential,11,0,22,27,0,0,9,9,0
3,0,8,5,,9,10,2,top,Sequential,,0,0,3,0,0,9,10,0
3,0,14,5,,14,10,1,chatgpt_generate_edge_detect,Combinational,,1,0,5,0,0,8,17,0
3,0,10,5,4,13,10,1,Servo_Control_Block,Memory,4,0,16,18,0,2,6,12,0
3,0,14,5,,13,10,1,round_saturation,Arithmetic,3,0,8,13,0,5,6,15,0
3,1,3,5,3,8,10,1,top_module,Sequential,1,0,5,10,0,0,7,7,0
3,34,20,5,,14,10,1,Forwarding,Combinational,12,7,63,69,0,0,10,26,0
3,0,4,5,2,12,10,1,up_down_counter,Counter,2,0,6,11,0,1,9,9,0
3,0,14,5,,7,10,1,lab3_master_0_p2b_adapter,Combinational,,0,0,14,1,0,14,21,0
3,12,11,5,,11,10,1,binary_adder,Combinational,,0,28,28,8,0,6,14,8
3,0,5,5,,9,10,1,mux_4_to_1,Combinational,,0,5,11,0,0,7,11,0
3,0,1,5,1,8,10,1,Pointer,Memory,,0,34,4,0,0,4,4,0
3,3,3,5,,9,10,1,my_module,Combinational,,1,5,9,1,0,7,7,0
3,0,1,5,,7,10,1,mux2,Combinational,1,0,1,4,0,0,4,4,0
3,0,0,5,,8,10,1,elsif_test,Combinational,,0,,,0,6,1,1,0
3,0,15,5,,11,10,1,priority_encoder_twos_complement,Arithmetic,3,1,1,5,0,2,5,16,0
3,6,2,5,2,12,10,1,turnoff_ctrl,Sequential,5,5,11,16,0,0,7,7,0
3,0,2,5,2,11,10,1,detect_sequence,Sequential,7,0,15,17,0,0,4,4,0
3,0,1,5,,8,10,1,multiplier,Combinational,,0,1,3,0,0,3,3,0
3,0,5,5,,8,10,1,xnor3_module,Combinational,,1,3,10,0,0,8,8,2
3,0,4,5,2,9,10,1,motor_control,Counter,3,0,7,14,0,1,8,8,0
3,2,9,5,,8,10,1,pipelined_full_adder,Combinational,,0,0,4,1,0,8,11,2
3,1,19,5,,10,10,4,top_module,Arithmetic,1,1,3,8,1,2,18,23,0
3,1,1,5,,7,10,1,bitwise_and,Combinational,,0,1,3,0,0,3,3,0
3,15,7,5,,12,10,1,nand_mux_4to1,Combinational,,8,23,25,0,0,9,9,0
3,12,43,5,,21,10,1,vending_machine,Memory,55,0,89,97,9,1,22,52,0
3,0,8,5,,14,10,1,PCG,Arithmetic,,0,,,0,3,7,11,0
3,0,3,5,8,10,10,1,dual_port_ram,Combinational,6,0,18,23,0,0,10,10,0
3,0,5,5,,9,10,1,gray_to_binary,Combinational,,0,3,2,0,0,2,6,3
3,1,22,5,,11,10,1,alu_16,Arithmetic,4,3,30,38,1,1,17,26,0
3,0,2,5,,8,10,1,my_or4,Combinational,,0,3,8,3,0,6,6,0
3,3,11,5,,12,10,1,niosii_nios2_gen2_0_cpu_nios2_avalon_reg,Sequential,4,0,12,24,1,0,20,20,0
3,0,1,5,1,10,10,1,dff,Combinational,2,0,3,7,0,0,5,5,0
3,27,15,5,,14,10,1,instruction_fetch,Memory,10,1,27,35,6,0,16,22,0
3,15,15,5,,12,10,1,mealy_101_sequence_detection,Memory,,0,0,6,0,0,8,19,0
3,0,8,5,5,12,10,1,mul_16_32_mult_gen,Sequential,11,0,19,27,0,1,13,13,0
3,1,9,5,,8,10,1,byte_reversal,Combinational,1,0,4,10,1,0,6,10,0
3,0,9,5,3,12,10,1,fifo_w64_d3_A_shiftReg,Combinational,3,0,10,15,0,2,7,13,0
3,1,3,5,3,14,10,1,rising_edge_detector,Sequential,3,1,3,13,5,0,6,6,0
3,0,4,5,,11,10,1,tr_clk_data,Sequential,,0,0,6,0,0,8,8,1
3,2,4,5,,10,10,1,bar_leds,Combinational,1,1,5,8,0,0,4,7,0
3,1,6,5,,14,10,1,Uart_rx,Sequential,19,1,36,34,0,0,11,11,0
3,3,8,5,,12,10,1,sky130_fd_sc_hs__fa,Combinational,,0,7,14,2,0,9,13,2
3,3,9,5,,12,10,1,twos_complement_adder,Combinational,1,2,11,13,2,3,6,11,0
3,0,2,5,,12,10,1,ADC_INTERFACE,Sequential,2,1,5,8,0,0,5,5,0
3,0,5,5,,9,10,1,gray_code,Combinational,,0,3,2,0,0,2,6,3
3,1,28,5,5,13,10,1,axis_gate_controller,Arithmetic,16,1,27,35,1,1,18,32,0
3,0,2,5,,9,10,1,max_byte,Combinational,1,0,2,4,0,0,3,4,0
3,0,1,5,1,10,10,1,up_counter,Counter,1,0,3,5,0,1,3,3,0
3,0,12,5,,9,10,1,BCD_to_Binary,Combinational,,0,10,11,0,0,2,13,0
3,0,10,5,2,13,10,1,dna_sequencer,Memory,4,0,6,11,0,0,7,14,0
3,1,1,5,1,10,10,1,dff_reset,Sequential,1,1,3,7,0,0,4,4,0
3,0,2,5,,7,10,1,add_sub,Combinational,1,1,5,9,0,3,5,5,0
3,0,1,5,,10,10,1,clock_gate,Combinational,2,0,2,5,0,0,4,4,0
3,0,5,5,2,12,10,1,state_machine,Combinational,4,0,11,14,0,0,5,8,0
3,0,5,5,4,9,10,1,shift_register_4bit,Sequential,4,0,8,15,0,0,11,11,0
3,1,8,5,7,12,10,1,psdos,Sequential,33,4,64,59,3,2,10,10,0
3,0,4,5,,10,10,1,two_bit_comparator,Combinational,2,0,4,6,0,0,3,6,0
3,12,6,5,2,17,10,1,station_management,Combinational,11,1,22,32,0,0,13,16,0
3,0,15,5,3,12,10,3,top_module,Arithmetic,1,0,7,14,0,2,22,22,0
3,0,1,5,1,8,10,1,Comparator,Combinational,1,0,3,6,0,0,4,4,0
3,1,45,5,,16,10,1,uart_tx,Interface,23,0,46,52,0,4,17,50,0
3,0,2,5,3,10,10,1,memory_generator,Memory,3,0,8,11,0,0,6,6,0
3,25,7,5,,16,10,1,ripple_carry_adder_4bit,Combinational,,0,59,59,26,0,5,10,8
3,0,21,5,2,9,10,5,top_module,Memory,1,0,3,9,0,0,24,24,0
3,0,70,5,,10,10,1,bin_to_7seg,Combinational,,0,9,16,0,0,8,71,0
3,12,1,5,,10,10,1,my_module,Combinational,,2,8,14,0,0,7,7,0
